1401716099,90.4443,90.6857,90.1900,90.5657,3934000
1401716340,89.9320,90.4157,89.9157,90.4157,2218400
1401716640,89.8186,90.0000,89.6000,89.9264,3834600
1401716986,89.7629,89.9914,89.7500,89.8186,1820200
1401717240,89.7934,89.8729,89.6571,89.7743,1934500
1401717599,89.5559,89.8097,89.5369,89.7788,2135900
1401717899,89.6514,89.7143,89.4805,89.5579,1696600
1401718140,89.6813,89.7586,89.5829,89.6514,1096800
1401718440,89.6857,89.7600,89.6443,89.6443,777800
1401718799,89.9800,89.9929,89.6443,89.6671,1452500
1401719041,89.9314,90.0500,89.9300,89.9829,1558400
1401719340,89.9114,89.9857,89.8671,89.9500,710100
1401719646,89.7971,89.9514,89.7414,89.9156,865500
1401719940,89.8000,89.8600,89.7357,89.7957,1302700
1401720245,89.7828,89.8386,89.7730,89.8100,550600
1401720540,89.5371,89.7857,89.5214,89.7757,1507700
1401720840,89.5871,89.6371,89.5143,89.5429,1167500
1401721140,89.6771,89.6771,89.5543,89.5886,1199000
1401721441,89.5829,89.6786,89.5334,89.6736,819000
1401721740,89.6629,89.6657,89.5714,89.5800,950400
1401722040,89.7357,89.7457,89.6500,89.6643,878400
1401722342,89.7500,89.7543,89.6586,89.7286,490900
1401722640,89.8629,89.8882,89.7300,89.7500,808300
1401722941,90.1057,90.1143,89.8457,89.8643,1543200
1401723240,90.0414,90.1114,89.9800,90.1114,861400
1401723599,90.0329,90.0571,89.9529,90.0443,754800
1401723840,90.0129,90.1129,90.0043,90.0271,762800
1401724145,90.1157,90.1557,90.0071,90.0086,514500
1401724441,90.2071,90.2843,90.1143,90.1303,1117100
1401724740,90.2157,90.2700,90.1914,90.2114,471400
1401725040,90.0977,90.2171,90.0929,90.2044,409200
1401725342,90.1957,90.2000,90.0929,90.1000,433100
1401725699,90.2786,90.2814,90.1857,90.1971,484700
1401725999,90.1286,90.2814,90.1286,90.2814,445800
1401726243,89.9986,90.1386,89.9300,90.1386,906700
1401726544,89.9786,89.9986,89.9572,89.9872,327400
1401726846,90.0143,90.0300,89.9074,89.9643,430900
1401727141,90.0743,90.1286,90.0043,90.0143,386600
1401727447,90.1157,90.1343,90.0871,90.0900,357000
1401727747,90.1929,90.2086,90.1186,90.1286,495700
1401728043,90.0486,90.2086,90.0371,90.1929,504000
1401728340,90.0086,90.0657,90.0015,90.0600,468400
1401728640,89.9543,90.0129,89.9129,90.0086,706400
1401728940,89.9779,90.0471,89.8286,89.9557,1099500
1401729240,89.9986,90.1114,89.9571,89.9943,966800
1401729540,89.7500,90.0500,89.7500,89.9960,865000
1401729840,89.5966,89.7700,89.5129,89.7600,1950300
1401730140,89.7346,89.8571,89.5743,89.5743,1543000
1401730440,89.8586,89.9200,89.6657,89.7286,1094200
1401730740,89.8471,89.9886,89.8229,89.8729,786100
1401731040,89.7600,89.9443,89.7459,89.8529,530900
1401731342,89.8249,89.8814,89.7359,89.7614,381700
1401731643,89.8537,89.9257,89.7871,89.8271,494800
1401731941,89.8254,89.9557,89.7614,89.8429,558900
1401732299,89.7607,89.9414,89.7286,89.8186,831200
1401732543,89.6871,89.7986,89.6571,89.7400,704700
1401732840,89.4143,89.7164,89.2986,89.6643,2416600
1401733199,89.1499,89.4300,88.9286,89.4057,3929900
1401733441,89.3143,89.3428,89.0429,89.1457,1952200
1401733740,89.2286,89.3429,89.1786,89.3286,993000
1401734041,89.4886,89.4929,89.2143,89.2286,1287900
1401734399,89.7671,89.8457,89.4007,89.4800,1967200
1401734640,89.6286,89.8986,89.4479,89.7643,1271500
1401734943,89.5543,89.6300,89.4029,89.6286,1002700
1401735240,89.5471,89.6386,89.5100,89.5386,660100
1401735540,89.1914,89.5743,89.1843,89.5377,2090400
1401735899,89.3343,89.3886,89.0729,89.2182,1632800
1401736140,89.5660,89.6143,89.3229,89.3343,1290000
1401736441,89.2300,89.5600,89.2143,89.5600,992800
1401736742,89.4857,89.5000,89.2371,89.2371,836900
1401737043,89.5114,89.5457,89.4143,89.4857,575500
1401737341,89.3229,89.5543,89.3214,89.5143,911200
1401737641,89.5448,89.6600,89.3243,89.3243,1182200
1401737940,89.4657,89.6129,89.4000,89.5214,971200
1401738240,89.6657,89.6914,89.4000,89.4657,1404000
1401738599,89.7357,89.7486,89.6059,89.6486,1215200
1401738840,89.8300,89.8557,89.6671,89.7343,1782300
1401739140,89.7857,89.8443,89.7029,89.8300,2546200
1401739200,89.8071,89.8071,89.8071,89.8071,985600
1401802440,90.0407,90.2828,89.7543,89.7557,0
1401802741,90.3986,90.3999,89.9114,90.0557,3100800
1401803040,90.7929,90.8214,90.3814,90.3821,4463300
1401803342,90.6544,90.8143,90.6243,90.8043,2548400
1401803698,91.0300,91.1200,90.6686,90.6770,3984600
1401803940,91.0203,91.0514,90.9086,91.0314,1552600
1401804240,90.8857,91.0511,90.8643,91.0286,1721300
1401804542,91.0114,91.1029,90.8871,90.8871,1568800
1401804841,91.1379,91.1643,90.9629,91.0257,1769600
1401805140,91.0766,91.2486,91.0429,91.1471,1915600
1401805440,91.0286,91.1086,90.9786,91.0586,1003400
1401805740,90.9300,91.0671,90.8943,91.0254,1394700
1401806041,90.8457,90.9686,90.8200,90.9400,996900
1401806340,90.8571,90.9429,90.7714,90.8429,787100
1401806640,90.8629,91.0286,90.8571,90.8614,973700
1401806940,90.7490,90.9243,90.7286,90.8571,898700
1401807243,90.6500,90.7657,90.6443,90.7386,1146000
1401807540,90.8286,90.8429,90.6300,90.6486,951600
1401807841,90.7357,90.8543,90.7000,90.8371,564300
1401808140,90.7373,90.8183,90.6600,90.7329,739800
1401808442,90.7786,90.7929,90.7171,90.7373,506900
1401808740,90.7143,90.7800,90.6229,90.7800,719000
1401809042,90.6486,90.7071,90.5386,90.7071,1128900
1401809340,90.6486,90.6686,90.6143,90.6471,376900
1401809640,90.4443,90.6486,90.4443,90.6386,1242200
1401809940,90.4700,90.5600,90.4257,90.4557,833900
1401810241,90.3471,90.4943,90.3371,90.4714,1147600
1401810541,90.5557,90.6043,90.3001,90.3471,1032300
1401810846,90.5971,90.6386,90.5471,90.5500,573500
1401811140,90.5914,90.6114,90.4450,90.5986,733200
1401811441,90.7557,90.7857,90.5783,90.5914,716500
1401811740,90.8029,90.8029,90.7157,90.7557,442900
1401812040,90.9286,90.9786,90.7257,90.8027,797900
1401812341,90.8757,90.9443,90.8314,90.9171,451200
1401812640,90.9029,90.9157,90.8571,90.8657,300700
1401812940,90.8443,90.9059,90.8314,90.9059,357800
1401813248,90.9057,90.9143,90.8157,90.8386,293600
1401813544,90.7686,90.9000,90.7686,90.9000,347000
1401813841,90.8457,90.8786,90.7743,90.7829,828300
1401814147,90.7757,90.8556,90.7757,90.8443,406600
1401814445,90.6929,90.7841,90.6786,90.7714,406500
1401814740,90.5800,90.6971,90.5771,90.6926,415600
1401815041,90.6943,90.7157,90.5814,90.5911,289400
1401815341,90.9243,90.9443,90.6943,90.6943,1126900
1401815640,90.9914,91.0086,90.8957,90.9486,855900
1401815940,90.9071,91.0586,90.8614,90.9986,703500
1401816299,90.9814,90.9929,90.8929,90.9209,361500
1401816599,91.0429,91.0857,90.9687,90.9687,492300
1401816842,90.9764,91.0543,90.9629,91.0414,356100
1401817140,90.9331,90.9900,90.9171,90.9900,305900
1401817440,90.9629,91.0429,90.9200,90.9200,571300
1401817799,90.8340,90.9814,90.8229,90.9643,501800
1401818040,90.9314,90.9414,90.8307,90.8307,505000
1401818345,90.9000,90.9757,90.8771,90.9286,252700
1401818644,90.8400,90.9229,90.8214,90.9229,371500
1401818944,90.9429,90.9771,90.8307,90.8307,256700
1401819242,91.0157,91.0243,90.8714,90.9486,430100
1401819541,91.0214,91.0543,90.9471,91.0143,420800
1401819841,90.9800,91.0543,90.9557,91.0143,357300
1401820145,90.9229,90.9843,90.9029,90.9729,314600
1401820456,90.9186,90.9257,90.8786,90.9109,262900
1401820744,90.9372,91.0000,90.9164,90.9173,456300
1401821040,90.9529,90.9586,90.9071,90.9384,233900
1401821348,90.9284,90.9986,90.9114,90.9529,415200
1401821640,90.8471,90.9286,90.7943,90.9143,786600
1401821946,90.7817,90.8343,90.7486,90.8214,439300
1401822241,90.7786,90.8643,90.7486,90.7843,619900
1401822540,90.8871,90.9029,90.7600,90.7929,534700
1401822899,90.9086,90.9757,90.8614,90.8900,573700
1401823140,90.8729,90.9100,90.8146,90.9029,348200
1401823445,90.9657,90.9943,90.8757,90.8929,432600
1401823740,90.9330,90.9814,90.9300,90.9700,384400
1401824042,90.9086,90.9814,90.8814,90.9500,524900
1401824341,91.0486,91.0643,90.9014,90.9079,829800
1401824640,91.0461,91.1071,91.0315,91.0443,1086900
1401824955,91.0871,91.1043,91.0086,91.0471,644800
1401825240,91.1071,91.1086,91.0171,91.0857,1068900
1401825540,91.0771,91.1586,91.0771,91.1100,2728700
1401825600,91.0771,91.0771,91.0771,91.0771,808800
1401888840,91.2929,91.3714,91.0100,91.1143,0
1401889140,91.1214,91.3029,90.8729,91.2986,2547400
1401889440,91.1543,91.2057,90.9571,91.1000,1652900
