1401716099,421.9180,421.9900,419.0600,419.4900,174600
1401716341,416.8260,422.0000,416.6100,421.9300,153300
1401716640,417.7000,419.5000,416.5700,416.7800,80700
1401716987,418.3200,418.9000,416.9201,418.0000,44000
1401717299,418.8100,419.5000,417.7701,419.4320,45200
1401717558,419.4200,420.9899,418.4700,418.9100,63500
1401717840,418.3966,419.8800,417.5501,419.4200,58700
1401718140,414.6800,419.3890,414.2800,418.4000,128200
1401718441,416.0499,416.4792,414.6100,414.9199,60500
1401718745,416.1900,417.4000,415.0300,416.0900,54300
1401719040,417.8220,418.9800,416.2700,416.2700,46700
1401719398,417.0100,418.0000,416.6800,417.2700,26400
1401719640,417.6400,418.1900,416.7900,416.8890,21200
1401719947,418.8300,418.9200,417.6000,417.6600,29400
1401720299,415.5100,418.7075,415.5100,418.5480,57800
1401720540,413.9620,415.8499,412.5000,415.5300,119000
1401720858,413.0500,414.0400,412.7200,413.7590,39100
1401721140,414.9200,414.9200,413.1600,413.4199,51100
1401721442,414.1000,415.3000,413.5000,414.9190,46700
1401721799,415.0000,415.6400,413.9600,414.1040,33300
1401722042,415.0000,415.9200,414.9300,415.0500,28800
1401722290,415.1800,415.4500,414.5400,414.9460,9800
1401722656,414.8200,415.8000,414.8200,415.1510,12500
1401722992,417.5300,417.7800,415.0000,415.0400,32800
1401723247,416.8100,417.4500,416.5600,417.3000,16000
1401723598,416.9300,416.9400,416.5368,416.5700,4900
1401723845,418.8200,418.9800,416.8933,416.9800,42800
1401724199,421.1700,421.4500,418.9000,418.9000,112900
1401724499,420.8000,421.9600,420.7900,421.1700,70400
1401724743,421.1500,421.1899,420.2504,420.8000,32400
1401725046,421.4400,421.6400,420.6300,421.0800,38900
1401725399,422.3799,422.6400,421.1100,421.3300,64500
1401725659,422.0000,422.9100,421.9100,422.3700,33800
1401725941,420.9500,422.1000,420.7200,421.9100,57000
1401726240,420.5700,421.4300,420.0300,420.9999,36500
1401726573,420.3100,420.5790,419.3400,420.5700,23000
1401726841,420.1299,420.4200,419.8300,420.3600,13700
1401727143,419.3800,420.1000,419.3800,420.0100,11000
1401727440,419.5000,419.8000,419.0500,419.2100,11400
1401727744,419.6600,419.7462,419.2500,419.6480,10800
1401728046,419.1400,419.9199,419.0700,419.7100,12500
1401728353,418.5800,419.3010,418.0800,419.1500,42000
1401728693,419.5000,419.7300,418.6060,418.6060,11700
1401728955,419.6100,419.6600,418.5600,419.5800,18300
1401729293,419.5800,420.5900,419.4100,419.6000,29200
1401729547,419.6500,420.5875,419.6500,419.8560,10500
1401729892,419.0975,419.6920,418.8400,419.6500,13100
1401730149,420.8000,420.8000,419.0401,419.0401,15400
1401730442,420.3000,420.8500,419.6903,420.8000,15300
1401730740,419.2500,420.3000,419.2500,420.3000,12200
1401731095,418.6720,419.3800,418.6200,419.3800,18900
1401731341,417.6900,418.7800,417.5100,418.6700,24600
1401731658,418.2000,418.5502,417.5800,417.5800,15700
1401731959,417.6800,418.5900,417.6500,418.3100,10400
1401732268,418.0000,418.2690,417.6100,417.9599,9500
1401732541,417.2100,418.4899,417.2100,418.2500,15700
1401732843,416.9010,417.9300,416.5000,417.4000,21900
1401733191,417.7000,417.7000,416.5200,417.0700,17500
1401733446,418.1400,418.1999,417.6000,417.6820,20700
1401733760,417.0625,418.0300,417.0600,417.8525,16500
1401734045,417.9000,418.2440,417.1800,417.1800,12300
1401734345,418.4440,418.5100,417.4700,417.9299,18600
1401734688,417.9800,418.5075,417.6400,418.4999,13800
1401734981,418.6400,418.6400,417.8100,417.8100,8800
1401735279,419.0100,419.7000,418.6000,418.7299,22600
1401735542,419.3400,419.3400,418.6600,419.0574,12200
1401735899,419.2025,419.3150,418.6400,419.2600,8300
1401736140,419.6300,420.0000,419.1400,419.1700,19300
1401736446,419.0250,419.8400,418.8600,419.6500,14900
1401736797,419.8250,420.1800,419.1000,419.1125,23700
1401737040,420.0000,420.1500,419.4900,419.8200,14500
1401737383,419.9900,420.2990,419.7000,419.9700,14400
1401737640,421.1700,421.7500,419.8700,420.0000,70900
1401737942,421.0700,421.4000,420.7800,421.1300,28400
1401738243,421.4800,421.5700,420.8661,420.8661,23000
1401738598,421.3900,422.1800,421.2500,421.6400,44600
1401738840,422.2700,422.2700,421.5900,421.5900,56700
1401739140,422.0600,422.2699,421.6100,422.2650,113200
1401739200,422.0600,422.0600,422.0600,422.0600,26300
