002271 东方雨虹 日线 后复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
12152009,70.37,71.87,70.03,70.85,671041,31628254.000
12162009,70.85,71.35,68.90,69.37,992878,45990440.000
12172009,69.22,69.55,66.80,67.25,1145270,51775480.000
12182009,66.65,67.24,61.10,62.75,1871820,78498408.000
12212009,62.02,68.15,62.02,67.72,1788465,78387912.000
12222009,67.79,68.87,65.62,66.14,1108488,49227280.000
12232009,65.15,70.75,65.15,70.03,1557631,70504352.000
12242009,69.95,73.39,69.43,71.44,1806409,86556112.000
12252009,71.15,73.10,70.90,72.05,1095969,52853136.000
12292009,73.84,75.02,70.85,72.50,1063893,51466152.000
12302009,72.43,72.95,71.00,71.45,1212532,57608156.000
12312009,71.38,76.64,70.63,75.31,1730936,85461680.000
01042010,76.55,82.81,75.92,79.85,3537392,188721760.000
01052010,80.60,82.70,79.10,81.88,2104814,112846616.000
01062010,81.65,81.67,79.12,80.87,1351280,72381328.000
01072010,81.20,88.93,81.20,87.73,3055882,175797168.000
01082010,87.35,89.81,84.94,89.00,2099133,122390448.000
01112010,87.35,97.49,86.05,94.67,2422349,149972752.000
01122010,94.87,99.11,93.52,95.95,2191528,139499024.000
01132010,94.67,98.98,92.62,96.17,2141091,136081376.000
01142010,96.34,97.37,92.30,96.20,2359477,147854880.000
01152010,95.45,102.01,94.70,100.82,2381701,155676208.000
01182010,101.30,104.30,97.85,100.82,2089350,140005312.000
01192010,102.20,102.34,97.85,99.34,2103961,138795824.000
01202010,98.15,98.90,89.50,90.22,2860504,178194480.000
01212010,89.53,94.67,87.50,91.99,1972899,119742120.000
01222010,90.07,90.91,87.17,90.19,1720203,101298496.000
01252010,90.05,93.10,85.12,87.05,2040029,120504104.000
01262010,87.35,91.84,86.39,90.47,2680198,159168064.000
01272010,90.44,93.05,88.10,89.68,1855029,111209352.000
01282010,89.90,90.95,80.90,84.29,2809852,158283728.000
01292010,83.12,88.25,80.17,88.10,2720977,154052128.000
02012010,88.10,89.62,84.40,87.74,2916399,168421744.000
02022010,87.83,88.85,83.09,83.68,1891260,108139768.000
02032010,82.87,83.59,77.15,80.83,2321162,123646544.000
02042010,80.90,83.59,80.48,80.75,1365960,74422160.000
02052010,78.46,82.06,77.29,79.72,1337749,70829880.000
02082010,79.70,80.38,77.33,77.51,1045088,54297584.000
02092010,77.60,85.22,77.60,85.22,2920990,158869232.000
02102010,85.30,92.56,83.98,89.53,3975874,233248336.000
02112010,89.45,90.65,88.03,88.39,1785661,105464696.000
02122010,89.35,94.28,86.75,91.46,2510474,150815152.000
02222010,91.24,91.24,88.87,89.30,1324129,78909400.000
02232010,89.15,91.27,86.75,90.20,1992139,117874432.000
02242010,89.98,94.10,88.93,93.80,2511084,153680384.000
02252010,93.31,94.55,92.30,93.73,2117599,131430456.000
02262010,93.79,94.24,91.36,91.70,1837293,112521976.000
03022010,92.18,94.54,91.70,92.15,2277069,140822416.000
03032010,91.64,91.64,87.62,90.28,1765174,105451008.000
03042010,90.26,92.27,86.75,86.75,1769898,104502560.000
03052010,86.75,88.70,85.57,88.25,1100574,64054468.000
03082010,88.18,89.90,86.84,88.61,1121798,66018780.000
03092010,88.55,90.05,87.65,88.85,687318,40435248.000
03102010,88.85,88.85,85.10,85.40,1423141,81773832.000
03112010,85.43,87.95,83.93,87.40,1469738,83849176.000
03122010,87.35,87.40,84.35,85.55,1157889,66091440.000
03152010,85.27,86.21,84.05,85.73,994238,56166988.000
03162010,85.85,86.60,83.47,84.73,920819,51644096.000
